,LanguageCode,SKU,Text,Title
1076927,en,AN611A09T-103,"Love these shoes.thought for the price they would be hard. But they're not lovely soft insole and the  edge of the shoe  around foot and heel also comfy. I have wide feet so had to go up to 5 from 4.5. But really like these shoes. Good fit ,good colour,fabulous price.",Fab
1077082,en,ED611C00Y-702,"Lovely boots but a bit on the small size.  Unfortunately I have to return mine :(  They have a real glitter affect which is more apparent in real life than on the website pictures.  Well made, gorgeous looking boots.","Eden Cowboy/biker boots, brown"
1077224,en,YO152A009-802,I bought this my son. He is quite happy with it and no complaints so far. Not too expensive and looks good too.,Good value and good quality
1077246,en,YO152A009-802,Pls. ignore my previous review of this bag. I gave it too soon. A week after my son has used this bag for school the strap gave away. Looks good but the stitching is of poor quality hence the reason why it only lasted a week.,"Poor quality, didn't last long."
1079742,en,TA111C0KJ-102,"The boots were recommended to me by my sister who lives in cold Sweden while I'm in London where the weather seems to change quite a lot. She was saying that they may be too warm for British weather but I can confirm they are just perfect! I love the boots. I'm usually size 41/42 (UK size 8/9). For boots I always go for size 9 to fit a warmer sock. They fit well, very comfy, easy to walk long distances. I broke my ankle a couple of years back so stability and comfort were the key points when I was looking for boots. These match perfectly. I love Tamaris! I've got another pair of Tamaris high heels I bought ages ago.. they look great! Haven't had to change anything, the sole is still in great condition and I have walked with them a lot!

Great purchase and would definitely buy Tamaris shoes again. Fast delivery by Zalando as well. Thank you!",Love the boots
1080008,en,TA111C0KM-707,These are very comfy and fit well.  Would recommend to a friend,Birlliant!!
1080230,en,C6311A00R-102,"Ladies, buy this shoe NOW.  It is a great reproduction of an Edwardian shoe-comfortable,elegant and timeless.   You will look and feel fantastic  wearing it-great choice of ""statement"" shoes from Zalando and  fair pricing.   Check out site for other great offers.",fabulous footwear at Zalando
1081008,en,AN621C0DH-802,Came late never had something black to put on on the funeral day it was delivered on the evening when the funeral was over,Unhappy
1081020,en,AN621C0DH-802,Very unhappy with my buy sending it back because it not Jersey material and it came on the day of the funeral had to put something else on because it came at night of the funeral,Very unp
1081022,en,AN621C0DH-802,The material is not wool I'm really unhappy and it came late had to wear it for a funeral but came the day the funeral was but late at night,It's not what I expected
1081060,en,AN621C0DH-303,the dress was a poor fit and did not hang well.  the neck was too sloppy even for a cowl.  although a good price did not compare at all with other itm supplied.,Not very good quality fabric. too thin
1081435,en,C5471B00A-002,Excellent Value for money,VFM
1081514,en,C5471B00D-002,good,dressing gown
1081641,en,C9451F01M-104,perfect just as described,earrings
1081934,en,IC141B07F-702,Had seen a smaller size of this coat in a shop in Yorkshire but it was too small for me and after much searching I found one on Zalando - in fact it was the only size 14 in the UK - so I am thrilled with it-a top quality down coat in the colour I wanted.,Found what I was looking for
1082036,en,C0611C00G-703,"Stylish and trendy looking, good quality and comfy boots. Just love them!!!",Catarina Martins SIENNA - Cowboy/Biker boots - brown
1082125,en,IC142B06D-801,"Really nice power stretch fleece top/jacket, great as a casual top or as a mid layer for skiing/walking. Quality and finish is top notch. Sizing seems to be true to UK sizes.",Toasty
1082237,en,TA111B0CO-Q11,super product,I recommend this produkt
1082444,en,AN621C0DN-917,"I am a size 14 (UK)  which is an European 42. 
I ordered this dress in size 14 , and when it arrived it was in fact a size 40.
It is too narrow on the bust area.
The real colours are darker than in the picture.",Size is wrong
1082905,en,DO111C024-702,Love these boots very comfy and stylish look forward to wearing for quite a while at a fantastic price,Comfy boots
1083001,en,DO111C027-702,"These boots are a comfortable fit but if you're looking for ""snow boots"" these aren't them. Just not warm enough in my opinion",Snow boots these are not!
1083005,en,DO111C027-702,"They might not be snow boots, but they are very comfortable, light, warm and...stylish!",I loved these Boots!
1083277,en,LB711C003-304,"excellent quality boots, they look great and just what I was looking for. very good and prompt delivery service too. thank you.",Lucky Brand NOLAN - Lace-up boots - red
1084272,en,LI711A00L-917,Had worn these twice and split already,Faulty
1084472,en,E1311S00B-Q11,not worth the money...,look elsewhere
1084579,en,EV451A03A-605,Very pleased with the quality (looks like real leather) and the colour,Beautiful bag
1084587,en,1NY21A00M-953,"Misleading description , they are not high rise / waisted .",Good quality jeans
1084780,en,F1941B04H-802,"Freddy is new to me but very pleased with the quality and style, will definitely buy more.",dance top
1084849,en,NI112A0CS-102,"High quality, quick delivery and attractive prices. Definitely I'll purchase in this web page again.",I recommend!
1085078,en,C4441B043-402,I ordered these because I loved the groovy design and they are just wonderful -very comfortable including on long runs and the design is beautiful. A nice change from all the boring black running tights. The pouch for keys etc is a good size.,very flattering running capris
1085091,en,IC142B06L-802,"Really well made good quality jacket for the money. Have had Icepeak stuff before and it is always good quality with great functionality, unfortunately the brand is not that easy to get in the UK.

The jacket has lots of pockets including, two external hand warmer pockets, external Napoleon pocket, a ski pass pocket on the sleeve, an internal MP3 pocket, a mobile phone pocket and a mesh goggles pocket with a goggle wipe attached. It is also lightly padded for warmth, with a fleece lining on the upper back/shoulders. The snow skirt is detachable and the hood will fit over a ski helmet. The pit zips are mesh lined and are quite small, they sit on the body part of the pit and not the sleeve. This means there are no zips restricting your arm movement, but ventilation may not be quite as good as some other jackets.

Size wise, I am a 40"" chest and 34"" waist and the medium (50 European size) is a good fit with room for layers underneath.

The only thing stopping it get a 5 at the moment is it hasn't been tested on the slopes yet!",Great quality jacket
1085218,en,IC142B077-602,"Good quality jacket, just looks like the picture",ski jacket
1085228,en,IC141B08D-802,"Excellent jacket - fits like a glove, comfortable and restriction-free movement - delighted with it and with the service from Zalando.",Ski Jacket
1085390,en,BJ241B00B-606,"Just as it looked in picture, really very nice, will use this site again",Tennis top
1086030,en,ES121E02Z-406,very happy with that blouse!just a the colour is red like on photo not purple like description;,fantastic
1086351,en,AD112A0HR-053,Bought for my son who is absolutely delighted with the trainers.,Fantastic service on all levels!
1086438,en,BB821E003-A11,Love so stylish A+++++++++++,Awesome
1087107,en,CR112A00Z-802,"Love the quality of this brand. The leather is sturdy but not too hard, my son loves them.",Excellent quality
1087109,en,CR112A00Z-503,"Great product at a great price, fast delivery.

Thx Zalando",Super Sneaks
1087447,en,C7812A00P-802,"What can I say, cheaney shoes are just excellent. You won't be disappointed with these shoes.

As always an excellent price and service from Zalando.",Excellent shoes
